,Sentence,Class
5904,wheres denise miss,0
5905,id really like handle murielle ahours prbrand image shes missing many opportunity,0
5906,euuuwwww lunch like real construction worker coutdmqraav,0
5907,done please,0
5908,dylan pls,0
5909,ate cant dm po,0
5910,we really need this please we are begging you,0
5911,also kathd earlier never responded,0
5912,and didnt get finish chopped,0
5913,nothing bored cant sleep wbu,0
5914,yes hahah pero may activity kme tom cram week next week,0
5915,hope something hold interest soon,0
5916,isco close,0
5917,unfortunately curious english board announcement said trespasser fr clandestins,0
5918,love ya,0
5919,and muller sold wa quite obvious though still hope,0
5920,im sad want hair colour back,0
5921,stu mean wan na sleep,0
5922,moviee buddyyyy,0
5923,srsly corgqzdashnj,0
5924,way camp new forest and raining,0
5925,forgot wake babysit stayed late jacob last night im tired,0
5926,guy add kik opixer corqwzbwbp,0
5927,wan na watch paper town sadly one go,0
5928,wan na cuddle pilllow,0
5929,wont made fool like ask make another one,0
5930,yo stop bragging everybody got skrillah travel,0
5931,cant sleep,0
5932,pretty sure drowned ice cream,0
5933,done ya gue report,0
5934,why care much ha ha ha ha ha damn question,0
5935,bad good my parent also proud today bc guy thank noticed me please,0
5936,yet find eventually,0
5937,it gran funeral today it going hard,0
5938,must make visit north west long session miss kitty year plus,0
5939,follow forgot followback unfollowed,0
5940,im always never ever notice,0
5941,im tempted stream screenshot sjkaos,0
5942,angry feeling disappointed mm srry,0
5943,liked video cosjmklzfxe stuffy nose bo,0
5944,wish honma would win,0
5945,yeh real madrid walay bhi bohat wailay hain pre season friendly pe itna shor machaya hua hai mein samjha cup final hai,0
5946,would im still waiting email check photo cokuyrme,0
5947,on serious note reply dm sent haha cause actually kinda serious,0
5948,yes sirkay wali pyaaz daal made daal got onion vinegar,0
5949,all ive watch cooking tutorial thing planned summer,0
5950,in middle soho ice cream,0
5951,not great right im feeling wobbly want go home cant,0
5952,hmm thought well ill go turn server ciao,0
5953,sadly show masaan will watch muv come hd coccwetapdeq,0
5954,idea ure saying,0
5955,hate day,0
5956,beast next week,0
5957,ate whole pizza idk feel,0
5958,miss cr feel like going back cant,0
5959,hnnnnnnn look fluffy copvgzjzni,0
5960,miss bad,0
5961,wan na watch maybe comeback show korea japan wan na visit country,0
5962,ice cream available,0
5963,sorry it could schedule change,0
5964,wow right im done school short internet decides act like bitch,0
5965,nobody care optimisation,0
5966,please dont ask upvotes comttfymzgu,0
5967,want follow,0
5968,soniii kahaaaa no tweet make lonely,0
5969,full shaved,0
5970,welcome and aw have to go back next month but rn tryna get healthy,0
5971,dont get ur hope high bc might real tho,0
5972,at least freezing outside right,0
5973,know fml,0
5974,ohh suck hand jacket way warm making sleepy,0
5975,stop cyber bullying,0
5976,already miss that old,0
5977,never talk racial issue,0
5978,my house scary af night,0
5979,need holiday,0
5980,miss living hall,0
5981,cant open stockholm couaxlgsce,0
5982,on life remember one time year ago changed avi lost follower looooool,0
5983,thanks bunch hope get training among hopefully find something,0
5984,too far away,0
5985,plan but looking like girl issue may stop play,0
5986,sob thats really sweet ill busier next week onwards idk ill find time ol anymore,0
5987,im sure pure coincidence done nothing play imac since apple music launched,0
5988,wish gram lived nearer im going travel see,0
5989,why dont play blainedarren song,0
5990,sorry always changing layout,0
5991,fuuuuuuuuuck jesus,0
5992,team gishwhes excluded unless find someone else,0
5993,looked happy banana sock,0
5994,youre upset is something wrong,0
5995,angelica really pulled im going college idaho card hate,0
5996,hand hurt got sick movement lmao,0
5997,ugh thought cokrrqharbw,0
5998,no frou isnt bad thing neither vaccine good thing we learn get much information,0
5999,want armor piece better legendary,0
6000,cash forgot take bank card much effort trip,0
6001,difference corhhqlep,0
6002,miss dog,0
6003,miss bestfriend conipjrqf,0
6004,dont ill try catch,0
6005,nat deactivate,0
6006,feel heart brake tea morning make grumpy rest day hahaha,0
6007,wrecking head night trying make decision sleep youll know say nope still confused gahhh,0
6008,terible headache,0
6009,sunggyu fell on stage,0
6010,awww kiligs ty,0
6011,mean going tweet anything whole week,0
6012,im jealous always planned go together,0
6013,im feeling weaker year want shravan maas though,0
6014,look tired hope get rest cojaasbkje,0
6015,babe infront tv stooooop,0
6016,na gi guilty akooooooooooooooo mistake,0
6017,missing movie much hard find cd copfqcwbip,0
6018,need answer,0
6019,look really good dont get greyed basename path one colour using one dark tomorrow night theme,0
6020,youre welcome shane dont online session,0
6021,good man shame longer cigar though,0
6022,speaker full volume,0
6023,so sad cogexwfhjhy,0
6024,tired work morning,0
6025,having problem,0
6026,find cute anyways,0
6027,offered promethazine zopiclone sleep addition quetiapine modified releasetypically ive paid prescription,0
6028,heart hurt,0
6029,greska mean mistake macedonian just checked similar slovak,0
6030,want go dancing something and someone pls taking hiking,0
6031,it certainly theme issue weve tested range device different browser,0
6032,zokay russian accent,0
6033,so sad didnt manage get ticket,0
6034,super traffic im sooo scared,0
6035,hour travel time ugh,0
6036,favorite thing gintama shinsengumi special chapter,0
6037,fuck andy,0
6038,ya got ta like crapple agrees android ftw,0
6039,tline totally without weird mean used see time go online barely see,0
6040,ohh people bc orchestra camp bout ppl stuck together hour everyday rehearsal,0
6041,eunji pretty,0
6042,only done first week work already got work weekend,0
6043,bakit facebook,0
6044,omg miss cousshboqn,0
6045,damn hope feel better soon,0
6046,st yesterday rt follow dm got neither,0
6047,ehdar pegea panga dosto open link nd read news coqjnxzbjya cojeegbosw,0
6048,realliampayne please follow waiting follow back please follow back retweet reply,0
6049,oh dear,0
6050,greet birthday even dmed,0
6051,added video playlist cosstjosdrnz short talk last day of beach,0
6052,oh someone im close maybe help sort dont tell though xd offer,0
6053,due rain show morning cancelled sorry made trip canceled last minute boo rain,0
6054,yay he alreaddyyy,0
6055,looking fun snapchat luceleva cotpqzulaex,0
6056,naeun body goal,0
6057,want healthy happy dont know he gon na make,0
6058,wont fun im sick,0
6059,need special medicine son kidney cant afford bought printer ink last week,0
6060,everywhere cotvtmpqams,0
6061,thats shame really enjoyed tweet bullying ashamed,0
6062,mean low limit table xd,0
6063,city madrid,0
6064,try way brain hard wired always feel like dont enough,0
6065,so canadian family best dinner holiday last night well done enjoyed holiday,0
6066,got acne day really disgusting,0
6067,want make gulo tho kandekjs go school still pas wan na cry hahahah,0
6068,back home rize meydan corariqmgcjj,0
6069,experienced hell for fcking day crei no internet stable free fb connection tv dormmates,0
6070,pre ordered bo got beta activation code went cod website redeem say invalid help,0
6071,wag hopia please,0
6072,feel campaign coming although certain editor revealed allergic cat boooo,0
6073,city shit,0
6074,having bad headache right trip,0
6075,no extension,0
6076,need talk someone rightnow,0
6077,btu dont give blaine karaoke,0
6078,need get photo taken licence weekend rly bad acne along chin forehead,0
6079,not right time get sick,0
6080,want go back apb college,0
6081,rt free follows mbf need mutuals kpop account rt hahahaokay,0
6082,full hope basara capcom release pc,0
6083,my stomach hurt,0
6084,url their new web site design easy use,0
6085,cute cofaazxmagu,0
6086,sunggyu back wonder he okay comwlorsyhw,0
6087,im london rain booking one hope didnt hear horrible grumbling migrant activity,0
6088,dont know daddy doesnt know,0
6089,feel girl,0
6090,three hour left,0
6091,no fair youve already front row legit back stadium coczmdpky,0
6092,mean australia,0
6093,awsme song coijvwwoeo,0
6094,mum stop picking clothes please,0
6095,go sleep dont stay entire thing tmw uwu well younger jinki older taems one gifs,0
6096,my fish dying feel like cry,0
6097,any news,0
6098,hey found viathe retweet brilliant hows awful wet weather,0
6099,lunch like real construction worker coscihxa,0
6100,saw tweet saying youre going th damn cant see you take picture want see amazing view,0
6101,please come back we love you so much,0
6102,miss senior year,0
6103,spazzing everything soobin dance,0
6104,so hot,0
6105,why unmarried floating around tl dont need kind pressure right,0
6106,im winter boot,0
6107,feel like lifetime we finish day party time xxx,0
6108,add kik hiondsheings cooqyudre,0
6109,really dont like demis new song video,0
6110,junjou junjou romantica why,0
6111,rly sad rush last time would see everyone,0
6112,could never go ever seeing cruel,0
6113,privilege get mixtape please sign forehead,0
6114,hey girl must google plus cant convince friexs hang,0
6115,we need good taco place europe,0
6116,shaylan made call made miss,0
6117,blue one still look light,0
6118,love both,0
6119,awww baby ylona awww dream team,0
6120,via reality,0
6121,going follow nah im waitting,0
6122,noon live like ouh different timing,0
6123,got pay rise tax man,0
6124,ohhhh miss cojmgxcqds,0
6125,impossible sir nm change order one term,0
6126,not an apology me encanta vale osea bea,0
6127,love you so much beleve that he wll follow please follow me please justn,0
6128,get ready work like min,0
6129,missing best friend,0
6130,dj derek trending horrible reason hope he found safe well,0
6131,awwwwwwwwwww shit net low,0
6132,sad news sorry last season,0
6133,love you so much beleve that he wll follow please follow me please justn,0
6134,didnt score first,0
6135,hug baek tight,0
6136,hahah dunwan keep also suan le ba haiz seeing everyone otw rn,0
6137,dont trade trade harry sorry one,0
6138,miss venice,0
6139,my week work going far quick,0
6140,love you so much beleve that he wll follow please follow me please justn,0
6141,may look strong hey,0
6142,really wish friend rn,0
6143,hate adult sometimes,0
6144,love you so much beleve that he wll follow please follow me please justn,0
6145,one tree hill make cry lot,0
6146,to com insonia,0
6147,know feel,0
6148,love you so much beleve that he wll follow please follow me please justn,0
6149,craving pizza,0
6150,sad view,0
6151,listening rick ross feeling like balling knowing damn well wallet hella empty,0
6152,miss already cosbwvwauyad,0
6153,oh god one worst heartbreaking episode ever hated,0
6154,love you so much beleve that he wll follow please follow me please justn,0
6155,they sure esp ppl talking crap millie ill go straight fb page,0
6156,care make diff,0
6157,persona normal one preferred golden one though lot new scene,0
6158,could drive pas advert everyday going work rosebury,0
6159,give chance daw,0
6160,love you so much beleve that he wll follow please follow me please justn,0
6161,ill sleep better tonight,0
6162,it ok,0
6163,really code monkey covfyrleeux,0
6164,yea guess,0
6165,love you so much beleve that he wll follow please follow me please justn,0
6166,aww sweetie erica busy cant reply everyone try worry,0
6167,istg wan na lick jackson nsbzhdnxndamal,0
6168,love you so much beleve that he wll follow please follow me please justn,0
6169,today damn slow checked time am hour later amsigh,0
6170,cute covwlsptyr,0
6171,hope work better way,0
6172,love you so much beleve that he wll follow please follow me please justn,0
6173,there certain group fandom na mahilig mam bully bakit,0
6174,missed someone come ill,0
6175,mtaani tunaita pussy viazi choma still get laid,0
6176,benzema celebrated quite well dont know make seems pretty happy,0
6177,been since like im still tired body need stop jerk,0
6178,someone talk miss,0
6179,lah cant even watch youtube video miss fast internet thats weird though,0
6180,wheres black magic,0
6181,forgot dont like people im sorry,0
6182,ate menille need youuuu,0
6183,love you so much beleve that he wll follow please follow me please justn,0
6184,but have it already he sold it like week ago coftgbvfno,0
6185,cant find kams twitter wan na greet happy birthday help meeee please,0
6186,diz personal account also fan acc link bioooo ay taray yumu youtuber,0
6187,were getting older baby,0
6188,love you so much beleve that he wll follow please follow me please justn,0
